game_id,source,split,session_name,game_key,speaker,speaker_idx,speaker_start_role,speaker_end_role,num_turns,n_raw_empty_annotation_utterances,n_raw_no_strategy_utterances,n_multi_label_utterances,n_strategy_utterances,n_no_strategy_or_empty_utterances,n_accusation,n_call_for_action,n_defense,n_evidence,n_identity_declaration,n_interrogation,n_no_strategy_empty,n_strategy_labels,strategy_utterance_rate,no_strategy_or_empty_utterance_rate,multi_label_utterance_rate,rate_accusation_per_turn,rate_call_for_action_per_turn,rate_defense_per_turn,rate_evidence_per_turn,rate_identity_declaration_per_turn,rate_interrogation_per_turn
Youtube / One#Night#Ultimate#Werewolf#362#More#Classic#Werewolf / Game1,Youtube,val,One#Night#Ultimate#Werewolf#362#More#Classic#Werewolf,Game1,Pete,0.0,Werewolf,Werewolf,33,0,17,2,16,17,5,0,2,1,8,3,17,19,0.48484848484848486,0.5151515151515151,0.06060606060606061,0.15151515151515152,0.0,0.06060606060606061,0.030303030303030304,0.24242424242424243,0.09090909090909091
Youtube / One#Night#Ultimate#Werewolf#363#Even#More#Classic#Werewolf / Game1,Youtube,val,One#Night#Ultimate#Werewolf#363#Even#More#Classic#Werewolf,Game1,Brett,2.0,Mason,Mason,74,0,46,0,28,46,4,3,4,4,2,11,46,28,0.3783783783783784,0.6216216216216216,0.0,0.05405405405405406,0.04054054054054054,0.05405405405405406,0.05405405405405406,0.02702702702702703,0.14864864864864866
Youtube / One#Night#Ultimate#Werewolf#363#Even#More#Classic#Werewolf / Game1,Youtube,val,One#Night#Ultimate#Werewolf#363#Even#More#Classic#Werewolf,Game1,Dylan,5.0,Drunk,Troublemaker,31,0,11,2,20,11,6,0,4,1,5,6,11,22,0.6451612903225806,0.3548387096774194,0.06451612903225806,0.1935483870967742,0.0,0.12903225806451613,0.03225806451612903,0.16129032258064516,0.1935483870967742
Youtube / One#Night#Ultimate#Werewolf#363#Even#More#Classic#Werewolf / Game1,Youtube,val,One#Night#Ultimate#Werewolf#363#Even#More#Classic#Werewolf,Game1,George,3.0,Robber,Mason,46,0,30,0,16,30,2,0,0,5,2,7,30,16,0.34782608695652173,0.6521739130434783,0.0,0.043478260869565216,0.0,0.0,0.10869565217391304,0.043478260869565216,0.15217391304347827
Youtube / One#Night#Ultimate#Werewolf#363#Even#More#Classic#Werewolf / Game1,Youtube,val,One#Night#Ultimate#Werewolf#363#Even#More#Classic#Werewolf,Game1,Katie,1.0,Werewolf,Werewolf,102,0,59,1,43,59,4,5,3,3,5,24,59,44,0.4215686274509804,0.5784313725490197,0.00980392156862745,0.0392156862745098,0.049019607843137254,0.029411764705882353,0.029411764705882353,0.049019607843137254,0.23529411764705882
Youtube / One#Night#Ultimate#Werewolf#363#Even#More#Classic#Werewolf / Game1,Youtube,val,One#Night#Ultimate#Werewolf#363#Even#More#Classic#Werewolf,Game1,Kelsey,4.0,Minion,Minion,26,0,14,2,12,14,3,0,1,3,1,6,14,14,0.46153846153846156,0.5384615384615384,0.07692307692307693,0.11538461538461539,0.0,0.038461538461538464,0.11538461538461539,0.038461538461538464,0.23076923076923078
Youtube / One#Night#Ultimate#Werewolf#363#Even#More#Classic#Werewolf / Game1,Youtube,val,One#Night#Ultimate#Werewolf#363#Even#More#Classic#Werewolf,Game1,Pete,0.0,Mason,Robber,61,0,37,1,24,37,12,1,3,0,4,5,37,25,0.39344262295081966,0.6065573770491803,0.01639344262295082,0.19672131147540983,0.01639344262295082,0.04918032786885246,0.0,0.06557377049180328,0.08196721311475409
Youtube / One#Night#Ultimate#Werewolf#381#The#Hunt#Is#On / Game1,Youtube,train,One#Night#Ultimate#Werewolf#381#The#Hunt#Is#On,Game1,Brett,3.0,Seer,Troublemaker,41,0,24,3,17,24,2,2,4,4,5,3,24,20,0.4146341463414634,0.5853658536585366,0.07317073170731707,0.04878048780487805,0.04878048780487805,0.0975609756097561,0.0975609756097561,0.12195121951219512,0.07317073170731707
Youtube / One#Night#Ultimate#Werewolf#381#The#Hunt#Is#On / Game1,Youtube,train,One#Night#Ultimate#Werewolf#381#The#Hunt#Is#On,Game1,Dustin,1.0,Insomniac,Insomniac,39,0,22,3,17,22,6,1,3,0,4,6,22,20,0.4358974358974359,0.5641025641025641,0.07692307692307693,0.15384615384615385,0.02564102564102564,0.07692307692307693,0.0,0.10256410256410256,0.15384615384615385
Youtube / One#Night#Ultimate#Werewolf#381#The#Hunt#Is#On / Game1,Youtube,train,One#Night#Ultimate#Werewolf#381#The#Hunt#Is#On,Game1,Dylan,5.0,Tanner,Tanner,25,0,11,1,14,11,8,1,0,0,2,4,11,15,0.56,0.44,0.04,0.32,0.04,0.0,0.0,0.08,0.16
Youtube / One#Night#Ultimate#Werewolf#381#The#Hunt#Is#On / Game1,Youtube,train,One#Night#Ultimate#Werewolf#381#The#Hunt#Is#On,Game1,Ed,0.0,Troublemaker,Robber,21,0,15,0,6,15,1,0,0,4,1,0,15,6,0.2857142857142857,0.7142857142857143,0.0,0.047619047619047616,0.0,0.0,0.19047619047619047,0.047619047619047616,0.0
Youtube / One#Night#Ultimate#Werewolf#381#The#Hunt#Is#On / Game1,Youtube,train,One#Night#Ultimate#Werewolf#381#The#Hunt#Is#On,Game1,Katie,2.0,Robber,Seer,52,0,26,1,26,26,4,7,2,1,2,11,26,27,0.5,0.5,0.019230769230769232,0.07692307692307693,0.1346153846153846,0.038461538461538464,0.019230769230769232,0.038461538461538464,0.21153846153846154
Youtube / One#Night#Ultimate#Werewolf#381#The#Hunt#Is#On / Game1,Youtube,train,One#Night#Ultimate#Werewolf#381#The#Hunt#Is#On,Game1,Kelsey,4.0,Hunter,Hunter,24,0,14,1,10,14,2,0,4,0,2,3,14,11,0.4166666666666667,0.5833333333333334,0.041666666666666664,0.08333333333333333,0.0,0.16666666666666666,0.0,0.08333333333333333,0.125
Youtube / One#Night#Ultimate#Werewolf#381#The#Hunt#Is#On / Game1,Youtube,train,One#Night#Ultimate#Werewolf#381#The#Hunt#Is#On,Game1,Voiceover,,,,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Youtube / One#Night#Ultimate#Werewolf#382#Game#100!! / Game1,Youtube,train,One#Night#Ultimate#Werewolf#382#Game#100!!,Game1,Brett,3.0,Troublemaker,Troublemaker,44,0,16,1,28,16,10,0,2,3,2,12,16,29,0.6363636363636364,0.36363636363636365,0.022727272727272728,0.22727272727272727,0.0,0.045454545454545456,0.06818181818181818,0.045454545454545456,0.2727272727272727
Youtube / One#Night#Ultimate#Werewolf#382#Game#100!! / Game1,Youtube,train,One#Night#Ultimate#Werewolf#382#Game#100!!,Game1,Dustin,1.0,Insomniac,Werewolf,35,0,15,2,20,15,5,2,6,0,4,5,15,22,0.5714285714285714,0.42857142857142855,0.05714285714285714,0.14285714285714285,0.05714285714285714,0.17142857142857143,0.0,0.11428571428571428,0.14285714285714285
Youtube / One#Night#Ultimate#Werewolf#382#Game#100!! / Game1,Youtube,train,One#Night#Ultimate#Werewolf#382#Game#100!!,Game1,Dylan,5.0,Werewolf,Insomniac,27,0,8,5,19,8,2,2,2,5,5,8,8,24,0.7037037037037037,0.2962962962962963,0.18518518518518517,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.18518518518518517,0.18518518518518517,0.2962962962962963
Youtube / One#Night#Ultimate#Werewolf#382#Game#100!! / Game1,Youtube,train,One#Night#Ultimate#Werewolf#382#Game#100!!,Game1,Ed,0.0,Seer,Seer,8,0,2,2,6,2,2,0,1,3,1,1,2,8,0.75,0.25,0.25,0.25,0.0,0.125,0.375,0.125,0.125
Youtube / One#Night#Ultimate#Werewolf#382#Game#100!! / Game1,Youtube,train,One#Night#Ultimate#Werewolf#382#Game#100!!,Game1,Katie,2.0,Robber,Tanner,45,0,22,2,23,22,4,0,2,6,2,11,22,25,0.5111111111111111,0.4888888888888889,0.044444444444444446,0.08888888888888889,0.0,0.044444444444444446,0.13333333333333333,0.044444444444444446,0.24444444444444444
Youtube / One#Night#Ultimate#Werewolf#382#Game#100!! / Game1,Youtube,train,One#Night#Ultimate#Werewolf#382#Game#100!!,Game1,Kelsey,4.0,Tanner,Robber,11,0,0,0,11,0,1,1,2,1,1,5,0,11,1.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.45454545454545453
Youtube / One#Night#Ultimate#Werewolf#491#Classic#Werewolf / Game1,Youtube,val,One#Night#Ultimate#Werewolf#491#Classic#Werewolf,Game1,Brett,2.0,Seer,Werewolf,36,0,21,2,15,21,4,2,2,1,2,6,21,17,0.4166666666666667,0.5833333333333334,0.05555555555555555,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.027777777777777776,0.05555555555555555,0.16666666666666666
Youtube / One#Night#Ultimate#Werewolf#491#Classic#Werewolf / Game1,Youtube,val,One#Night#Ultimate#Werewolf#491#Classic#Werewolf,Game1,Dustin,3.0,Drunk,Robber,40,0,27,2,13,27,4,1,2,2,2,4,27,15,0.325,0.675,0.05,0.1,0.025,0.05,0.05,0.05,0.1
Youtube / One#Night#Ultimate#Werewolf#491#Classic#Werewolf / Game1,Youtube,val,One#Night#Ultimate#Werewolf#491#Classic#Werewolf,Game1,Katie,1.0,Troublemaker,Troublemaker,44,0,24,3,20,24,7,0,2,4,2,9,24,24,0.45454545454545453,0.5454545454545454,0.06818181818181818,0.1590909090909091,0.0,0.045454545454545456,0.09090909090909091,0.045454545454545456,0.20454545454545456
Youtube / One#Night#Ultimate#Werewolf#491#Classic#Werewolf / Game1,Youtube,val,One#Night#Ultimate#Werewolf#491#Classic#Werewolf,Game1,Pete,0.0,Werewolf,Seer,26,0,11,2,15,11,6,0,3,4,3,1,11,17,0.5769230769230769,0.4230769230769231,0.07692307692307693,0.23076923076923078,0.0,0.11538461538461539,0.15384615384615385,0.11538461538461539,0.038461538461538464
Youtube / One#Night#Ultimate#Werewolf#492#More#Classic#Werewolf / Game1,Youtube,train,One#Night#Ultimate#Werewolf#492#More#Classic#Werewolf,Game1,Brett,2.0,Robber,Seer,54,0,40,1,14,40,2,1,3,2,2,5,40,15,0.25925925925925924,0.7407407407407407,0.018518518518518517,0.037037037037037035,0.018518518518518517,0.05555555555555555,0.037037037037037035,0.037037037037037035,0.09259259259259259
Youtube / One#Night#Ultimate#Werewolf#492#More#Classic#Werewolf / Game1,Youtube,train,One#Night#Ultimate#Werewolf#492#More#Classic#Werewolf,Game1,Dustin,3.0,Seer,Robber,53,0,39,1,14,39,2,2,1,3,1,6,39,15,0.2641509433962264,0.7358490566037735,0.018867924528301886,0.03773584905660377,0.03773584905660377,0.018867924528301886,0.05660377358490566,0.018867924528301886,0.11320754716981132
Youtube / One#Night#Ultimate#Werewolf#492#More#Classic#Werewolf / Game1,Youtube,train,One#Night#Ultimate#Werewolf#492#More#Classic#Werewolf,Game1,Katie,1.0,Drunk,Troublemaker,53,0,36,2,17,36,2,0,1,3,3,10,36,19,0.32075471698113206,0.6792452830188679,0.03773584905660377,0.03773584905660377,0.0,0.018867924528301886,0.05660377358490566,0.05660377358490566,0.18867924528301888
Youtube / One#Night#Ultimate#Werewolf#492#More#Classic#Werewolf / Game1,Youtube,train,One#Night#Ultimate#Werewolf#492#More#Classic#Werewolf,Game1,Pete,0.0,Tanner,Tanner,20,0,12,0,8,12,3,1,1,1,1,1,12,8,0.4,0.6,0.0,0.15,0.05,0.05,0.05,0.05,0.05
Youtube / One#Night#Ultimate#Werewolf#493#Even#More#Classic#Werewolf / Game1,Youtube,test,One#Night#Ultimate#Werewolf#493#Even#More#Classic#Werewolf,Game1,Audio,,,,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Youtube / One#Night#Ultimate#Werewolf#493#Even#More#Classic#Werewolf / Game1,Youtube,test,One#Night#Ultimate#Werewolf#493#Even#More#Classic#Werewolf,Game1,Brett,2.0,Seer,Seer,51,0,19,3,32,19,10,4,5,4,1,11,19,35,0.6274509803921569,0.37254901960784315,0.058823529411764705,0.19607843137254902,0.0784313725490196,0.09803921568627451,0.0784313725490196,0.0196078431372549,0.21568627450980393
Youtube / One#Night#Ultimate#Werewolf#493#Even#More#Classic#Werewolf / Game1,Youtube,test,One#Night#Ultimate#Werewolf#493#Even#More#Classic#Werewolf,Game1,Dustin,3.0,Werewolf,Werewolf,31,0,14,1,17,14,3,3,3,2,2,5,14,18,0.5483870967741935,0.45161290322580644,0.03225806451612903,0.0967741935483871,0.0967741935483871,0.0967741935483871,0.06451612903225806,0.06451612903225806,0.16129032258064516
Youtube / One#Night#Ultimate#Werewolf#493#Even#More#Classic#Werewolf / Game1,Youtube,test,One#Night#Ultimate#Werewolf#493#Even#More#Classic#Werewolf,Game1,Katie,1.0,Tanner,Tanner,58,0,26,3,32,26,6,2,4,4,5,14,26,35,0.5517241379310345,0.4482758620689655,0.05172413793103448,0.10344827586206896,0.034482758620689655,0.06896551724137931,0.06896551724137931,0.08620689655172414,0.2413793103448276
Youtube / One#Night#Ultimate#Werewolf#493#Even#More#Classic#Werewolf / Game1,Youtube,test,One#Night#Ultimate#Werewolf#493#Even#More#Classic#Werewolf,Game1,Pete,0.0,Robber,Robber,36,0,15,3,21,15,12,1,2,3,2,4,15,24,0.5833333333333334,0.4166666666666667,0.08333333333333333,0.3333333333333333,0.027777777777777776,0.05555555555555555,0.08333333333333333,0.05555555555555555,0.1111111111111111
Youtube / One#Night#Ultimate#Werewolf#531#Classic#ONUW / Game1,Youtube,train,One#Night#Ultimate#Werewolf#531#Classic#ONUW,Game1,Brett,2.0,Minion,Tanner,39,0,10,2,29,10,2,3,9,4,3,11,10,32,0.7435897435897436,0.2564102564102564,0.05128205128205128,0.05128205128205128,0.07692307692307693,0.23076923076923078,0.10256410256410256,0.07692307692307693,0.28205128205128205
Youtube / One#Night#Ultimate#Werewolf#531#Classic#ONUW / Game1,Youtube,train,One#Night#Ultimate#Werewolf#531#Classic#ONUW,Game1,DeAndre,3.0,Troublemaker,Troublemaker,17,0,8,5,9,8,2,1,1,4,1,5,8,14,0.5294117647058824,0.47058823529411764,0.29411764705882354,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.23529411764705882,0.058823529411764705,0.29411764705882354
Youtube / One#Night#Ultimate#Werewolf#531#Classic#ONUW / Game1,Youtube,train,One#Night#Ultimate#Werewolf#531#Classic#ONUW,Game1,Katie,1.0,Tanner,Minion,45,0,18,3,27,18,7,1,5,3,2,12,18,30,0.6,0.4,0.06666666666666667,0.15555555555555556,0.022222222222222223,0.1111111111111111,0.06666666666666667,0.044444444444444446,0.26666666666666666
Youtube / One#Night#Ultimate#Werewolf#531#Classic#ONUW / Game1,Youtube,train,One#Night#Ultimate#Werewolf#531#Classic#ONUW,Game1,Ryan,0.0,Drunk,Robber,6,0,3,0,3,3,0,0,0,1,2,0,3,3,0.5,0.5,0.0,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0
Youtube / One#Night#Ultimate#Werewolf#532#More#Classic#ONUW / Game1,Youtube,train,One#Night#Ultimate#Werewolf#532#More#Classic#ONUW,Game1,Brett,2.0,Troublemaker,Robber,41,0,10,3,31,10,9,4,3,6,2,10,10,34,0.7560975609756098,0.24390243902439024,0.07317073170731707,0.21951219512195122,0.0975609756097561,0.07317073170731707,0.14634146341463414,0.04878048780487805,0.24390243902439024
Youtube / One#Night#Ultimate#Werewolf#532#More#Classic#ONUW / Game1,Youtube,train,One#Night#Ultimate#Werewolf#532#More#Classic#ONUW,Game1,DeAndre,3.0,Drunk,Werewolf,20,0,8,2,12,8,2,1,2,1,2,6,8,14,0.6,0.4,0.1,0.1,0.05,0.1,0.05,0.1,0.3
Youtube / One#Night#Ultimate#Werewolf#532#More#Classic#ONUW / Game1,Youtube,train,One#Night#Ultimate#Werewolf#532#More#Classic#ONUW,Game1,Katie,1.0,Tanner,Drunk,36,0,22,2,14,22,2,1,2,1,2,8,22,16,0.3888888888888889,0.6111111111111112,0.05555555555555555,0.05555555555555555,0.027777777777777776,0.05555555555555555,0.027777777777777776,0.05555555555555555,0.2222222222222222
Youtube / One#Night#Ultimate#Werewolf#532#More#Classic#ONUW / Game1,Youtube,train,One#Night#Ultimate#Werewolf#532#More#Classic#ONUW,Game1,Ryan,0.0,Robber,Troublemaker,9,0,3,1,6,3,1,0,1,1,2,2,3,7,0.6666666666666666,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.2222222222222222
Youtube / One#Night#Ultimate#Werewolf#533#Even#More#Classic#ONUW / Game1,Youtube,train,One#Night#Ultimate#Werewolf#533#Even#More#Classic#ONUW,Game1,Brett,2.0,Tanner,Troublemaker,32,0,11,3,21,11,8,4,4,1,0,9,11,26,0.65625,0.34375,0.09375,0.25,0.125,0.125,0.03125,0.0,0.28125
Youtube / One#Night#Ultimate#Werewolf#533#Even#More#Classic#ONUW / Game1,Youtube,train,One#Night#Ultimate#Werewolf#533#Even#More#Classic#ONUW,Game1,DeAndre,3.0,Drunk,Minion,14,0,6,0,8,6,2,0,3,2,1,0,6,8,0.5714285714285714,0.42857142857142855,0.0,0.14285714285714285,0.0,0.21428571428571427,0.14285714285714285,0.07142857142857142,0.0
Youtube / One#Night#Ultimate#Werewolf#533#Even#More#Classic#ONUW / Game1,Youtube,train,One#Night#Ultimate#Werewolf#533#Even#More#Classic#ONUW,Game1,Katie,1.0,Robber,Tanner,27,0,11,2,16,11,0,0,3,3,2,10,11,18,0.5925925925925926,0.4074074074074074,0.07407407407407407,0.0,0.0,0.1111111111111111,0.1111111111111111,0.07407407407407407,0.37037037037037035
Youtube / One#Night#Ultimate#Werewolf#533#Even#More#Classic#ONUW / Game1,Youtube,train,One#Night#Ultimate#Werewolf#533#Even#More#Classic#ONUW,Game1,Ryan,0.0,Troublemaker,Robber,6,0,1,2,5,1,1,0,0,2,1,3,1,7,0.8333333333333334,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.0,0.3333333333333333,0.16666666666666666,0.5
Youtube / One#Night#Ultimate#Werewolf#GAME#NIGHT!! / Game2,Youtube,test,One#Night#Ultimate#Werewolf#GAME#NIGHT!!,Game2,Aaron,3.0,Seer,Seer,22,0,12,1,10,12,2,2,1,1,1,4,12,11,0.45454545454545453,0.5454545454545454,0.045454545454545456,0.09090909090909091,0.09090909090909091,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.18181818181818182
Youtube / One#Night#Ultimate#Werewolf#GAME#NIGHT!! / Game2,Youtube,test,One#Night#Ultimate#Werewolf#GAME#NIGHT!!,Game2,Calvin,2.0,Villager,Villager,17,0,10,0,7,10,3,0,0,1,2,1,10,7,0.4117647058823529,0.5882352941176471,0.0,0.17647058823529413,0.0,0.0,0.058823529411764705,0.11764705882352941,0.058823529411764705
Youtube / One#Night#Ultimate#Werewolf#GAME#NIGHT!! / Game2,Youtube,test,One#Night#Ultimate#Werewolf#GAME#NIGHT!!,Game2,Eric,0.0,Werewolf,Robber,13,0,6,1,7,6,2,1,1,1,0,4,6,9,0.5384615384615384,0.46153846153846156,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.3076923076923077
Youtube / One#Night#Ultimate#Werewolf#GAME#NIGHT!! / Game2,Youtube,test,One#Night#Ultimate#Werewolf#GAME#NIGHT!!,Game2,Rick,4.0,Villager,Villager,13,0,6,2,7,6,3,0,4,0,2,0,6,9,0.5384615384615384,0.46153846153846156,0.15384615384615385,0.23076923076923078,0.0,0.3076923076923077,0.0,0.15384615384615385,0.0
Youtube / One#Night#Ultimate#Werewolf#GAME#NIGHT!! / Game2,Youtube,test,One#Night#Ultimate#Werewolf#GAME#NIGHT!!,Game2,Shane,1.0,Robber,Werewolf,9,0,4,2,5,4,0,0,2,3,2,0,4,7,0.5555555555555556,0.4444444444444444,0.2222222222222222,0.0,0.0,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.0
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game1,Youtube,train,Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7,Game1,Eric,1.0,Robber,Werewolf,25,0,12,3,13,12,4,0,4,5,2,1,12,16,0.52,0.48,0.12,0.16,0.0,0.16,0.2,0.08,0.04
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game1,Youtube,train,Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7,Game1,Justin,0.0,Seer,Seer,32,0,4,7,28,4,6,7,3,6,1,13,4,36,0.875,0.125,0.21875,0.1875,0.21875,0.09375,0.1875,0.03125,0.40625
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game1,Youtube,train,Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7,Game1,Mike,4.0,Villager,Villager,18,0,5,2,13,5,2,0,5,1,2,5,5,15,0.7222222222222222,0.2777777777777778,0.1111111111111111,0.1111111111111111,0.0,0.2777777777777778,0.05555555555555555,0.1111111111111111,0.2777777777777778
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game1,Youtube,train,Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7,Game1,Mitchell,3.0,Werewolf,Robber,19,0,8,1,11,8,3,1,4,1,0,3,8,12,0.5789473684210527,0.42105263157894735,0.05263157894736842,0.15789473684210525,0.05263157894736842,0.21052631578947367,0.05263157894736842,0.0,0.15789473684210525
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game1,Youtube,train,Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7,Game1,Paul,2.0,Werewolf,Werewolf,17,0,4,1,13,4,2,0,6,4,1,1,4,14,0.7647058823529411,0.23529411764705882,0.058823529411764705,0.11764705882352941,0.0,0.35294117647058826,0.23529411764705882,0.058823529411764705,0.058823529411764705
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game2,Youtube,test,Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7,Game2,Eric,1.0,Seer,Seer,19,0,7,1,12,7,1,0,3,2,1,6,7,13,0.631578947368421,0.3684210526315789,0.05263157894736842,0.05263157894736842,0.0,0.15789473684210525,0.10526315789473684,0.05263157894736842,0.3157894736842105
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game2,Youtube,test,Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7,Game2,Justin,0.0,Insomniac,Insomniac,23,0,11,1,12,11,0,0,0,2,1,10,11,13,0.5217391304347826,0.4782608695652174,0.043478260869565216,0.0,0.0,0.0,0.08695652173913043,0.043478260869565216,0.43478260869565216
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game2,Youtube,test,Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7,Game2,Mike,4.0,Werewolf,Werewolf,29,0,12,1,17,12,6,0,1,1,2,8,12,18,0.5862068965517241,0.41379310344827586,0.034482758620689655,0.20689655172413793,0.0,0.034482758620689655,0.034482758620689655,0.06896551724137931,0.27586206896551724
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game2,Youtube,test,Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7,Game2,Mitchell,3.0,Villager,Villager,24,0,8,4,16,8,3,1,7,1,4,4,8,20,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.125,0.041666666666666664,0.2916666666666667,0.041666666666666664,0.16666666666666666,0.16666666666666666
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game2,Youtube,test,Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7,Game2,Paul,2.0,Villager,Villager,14,0,6,1,8,6,1,1,1,4,2,1,6,10,0.5714285714285714,0.42857142857142855,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.2857142857142857,0.14285714285714285,0.07142857142857142
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game3,Youtube,test,Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7,Game3,Eric,1.0,Villager,Villager,23,0,9,2,14,9,2,0,0,1,2,11,9,16,0.6086956521739131,0.391304347826087,0.08695652173913043,0.08695652173913043,0.0,0.0,0.043478260869565216,0.08695652173913043,0.4782608695652174
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game3,Youtube,test,Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7,Game3,Justin,0.0,Seer,Werewolf,32,0,14,3,18,14,3,4,2,2,2,8,14,21,0.5625,0.4375,0.09375,0.09375,0.125,0.0625,0.0625,0.0625,0.25
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game3,Youtube,test,Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7,Game3,Mike,4.0,Robber,Robber,33,0,21,0,12,21,1,1,1,2,1,6,21,12,0.36363636363636365,0.6363636363636364,0.0,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.06060606060606061,0.030303030303030304,0.18181818181818182
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game3,Youtube,test,Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7,Game3,Mitchell,3.0,Troublemaker,Troublemaker,28,0,15,1,13,15,6,0,3,1,0,5,15,15,0.4642857142857143,0.5357142857142857,0.03571428571428571,0.21428571428571427,0.0,0.10714285714285714,0.03571428571428571,0.0,0.17857142857142858
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game3,Youtube,test,Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7,Game3,Paul,2.0,Werewolf,Seer,12,0,6,0,6,6,1,0,0,3,1,1,6,6,0.5,0.5,0.0,0.08333333333333333,0.0,0.0,0.25,0.08333333333333333,0.08333333333333333
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game4,Youtube,test,Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7,Game4,Eric,1.0,Werewolf,Tanner,33,0,14,2,19,14,7,0,2,0,2,10,14,21,0.5757575757575758,0.42424242424242425,0.06060606060606061,0.21212121212121213,0.0,0.06060606060606061,0.0,0.06060606060606061,0.30303030303030304
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game4,Youtube,test,Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7,Game4,Justin,0.0,Werewolf,Werewolf,30,0,16,2,14,16,2,3,0,2,4,5,16,16,0.4666666666666667,0.5333333333333333,0.06666666666666667,0.06666666666666667,0.1,0.0,0.06666666666666667,0.13333333333333333,0.16666666666666666
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game4,Youtube,test,Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7,Game4,Mike,4.0,Tanner,Werewolf,39,0,11,4,28,11,2,4,5,6,5,10,11,32,0.717948717948718,0.28205128205128205,0.10256410256410256,0.05128205128205128,0.10256410256410256,0.1282051282051282,0.15384615384615385,0.1282051282051282,0.2564102564102564
